Id1;Act1A1;Act1A2;Act2A1;Act2A2;ReasA1;ReasA2;REA1;REA2;NumTA1;NumTA2;T1A1;T1A2;T1SA1;T1SA2;T1TA1;T1TA2;T1TyA1;T1TyA2;T1SubjA1;T1SubjA2;T2A1;T2A2;T2SA1;T2SA2;T2TA1;T2TA2;T2TyA1;T2TyA2;T2SubjA1;T2SubjA2;T3A1;T3A2;T3SA1;T3SA2;T3TA1;T3TA2;T3TyA1;T3TyA2;T3SubjA1;T3SubjA2
160695;propose;deliver;{};{};personal;internal collaboration;postponed reply;accountable non-answer;1;1;alison never was!;receive link;2;1;2;2;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
77779;request;deliver;request;{};employment arrangements;internal collaboration;immediate reply;immediate reply;1;1;i was hoping you could take a few minutes out to call him and talk to him about it.;lets meet about the client;1;4;1;4;procedural;informational;meeting;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
140670;request;propose;{};{};internal collaboration;other;immediate reply;immediate reply;1;1;give opinion;need to respond to the email;2;1;2;1;informational;physical;information;product;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
143614;deliver;request;{};propose;personal;personal;postponed reply;postponed reply;1;1;can i drop off check today?;bring your check next wednesday;3;4;3;4;informational;physical;other;product;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
49930;greet;deliver;commit;{};internal collaboration;internal collaboration;ignore;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
142821;request;request;{};{};personal;administrative procedure;ignore;immediate reply;1;1;print something;print out document;1;1;2;1;procedural;physical;other;service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
173625;remind;request;{};{};administrative procedure;internal collaboration;accountable non-answer;postponed reply;1;1;give the performance reviews;i will need the 1999 year end performance reviews completed;1;1;4;3;informational;procedural;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181992;deliver;deliver;{};{};administrative procedure;internal collaboration;accountable non-answer;immediate reply;0;1;{};open attachment;;1;;1;;procedural;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249171;request;request;{};deliver;administrative procedure;personal;postponed reply;postponed reply;1;1;email any dates that dont work for you;e-mail suzanne adams for any days that do not work for lunch date.;3;2;3;3;procedural;informational;meeting;event;{};{};;;;;;;{};{};;;;;;;;;;
101656;deliver;deliver;{};greet;administrative procedure;internal collaboration;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
383695;propose;request;{};{};internal collaboration;other;immediate reply;immediate reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384174;propose;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181352;request;request;{};{};internal collaboration;internal collaboration;ignore;accountable non-answer;1;2;contact russel;look in lotus notes;1;3;2;3;informational;procedural;information;other;{};contact russel;;2;;3;;procedural;{};collaboration;{};{};;;;;;;{};{}
321085;amend;deliver;propose;propose;internal collaboration;employment arrangements;accountable non-answer;accountable non-answer;1;0;remove people from list;{};1;;3;;procedural;;instructions;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
78007;request;deliver;{};{};logistic arrangements;logistic arrangements;postponed reply;immediate reply;1;1;answering if any attachments;clarify if you are missing an attachment;1;1;2;3;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
69543;deliver;greet;{};{};internal collaboration;internal collaboration;ignore;accountable non-answer;1;0;inform of receiving document;{};1;;1;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
69542;amend;remind;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
140795;deliver;deliver;{};{};internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
106266;remind;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;1;{};inform of situation;;1;;2;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
30760;remind;deliver;{};{};administrative procedure;other;accountable non-answer;immediate reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
384451;remind;deliver;{};{};personal;personal;ignore;accountable non-answer;0;1;{};inform of game logistics;;3;;3;;informational;{};event;;;;;;;;;;;;;;;;;;;;
337628;request;request;{};{};internal collaboration;internal collaboration;postponed reply;immediate reply;1;1;requesting additional info;let me know if you have anything to add;2;1;3;3;informational;informational;information;{};{};{};;;;;;;{};{};;;;;;;;;;
384594;deliver;deliver;{};{};employment arrangements;employment arrangements;postponed reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
30985;greet;greet;{};{};other;{};postponed reply;{};0;1;{};greetings for executed master agreements;;3;;3;;informational;{};information;{};{};;;;;;;{};{};;;;;;;;;;
33883;deliver;deliver;request;{};internal collaboration;administrative procedure;postponed reply;accountable non-answer;1;1;review invoice and provide any comments.;if questions please let me know;1;1;3;2;informational;informational;collaboration;collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
104677;deliver;deliver;{};{};internal collaboration;legal procedure;ignore;immediate reply;0;1;{};respond if you have  power of attorney control or have a financial interest in any other related commodity future(s) account either individually or acting with=20another person;;1;;4;;informational;{};acknowledgement;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
8631;request;request;amend;{};internal collaboration;legal procedure;postponed reply;postponed reply;2;1;take a quick look;take a look at documents;1;1;3;3;informational;physical;information;service;have some  insights;{};1;;3;;informational;;collaboration;{};{};{};;;;;;;{};{}
260328;deliver;amend;{};{};internal collaboration;external collaboration;accountable non-answer;ignore;1;0;sender relays detail of conversation with sean crandell;{};1;;3;;procedural;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
103071;greet;greet;{};deliver;internal collaboration;internal collaboration;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
33370;deliver;request;request;{};legal procedure;administrative procedure;immediate reply;immediate reply;1;2;call sender to discuss letter;letter sending;1;3;3;3;procedural;procedural;information;acknowledgement;{};calling;;3;;3;;procedural;{};meeting;{};{};;;;;;;{};{}
100977;deliver;deliver;{};{};administrative procedure;internal collaboration;ignore;accountable non-answer;0;1;{};acknowledgement of files recieved;;2;;2;;physical;{};acknowledgement;{};{};;;;;;;{};{};;;;;;;;;;
173721;greet;deliver;propose;request;internal collaboration;employment arrangements;postponed reply;immediate reply;1;1;{};let receiver know of the thoughts on the hiring decision.;3;1;3;3;informational;informational;collaboration;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
209828;deliver;propose;{};propose;internal collaboration;other;ignore;accountable non-answer;0;1;{};legislative status report week ending;;2;;2;;informational;{};acknowledgement;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
103076;request;request;greet;{};internal collaboration;administrative procedure;immediate reply;immediate reply;1;1;send a copy.;check the current swap 1 with what they have used;2;2;3;3;procedural;procedural;service;instructions;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
173442;deliver;deliver;{};greet;external collaboration;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
100978;deliver;deliver;{};{};administrative procedure;administrative procedure;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
209822;request;remind;{};{};internal collaboration;travel planning;accountable non-answer;postponed reply;1;0;do project solo;{};3;;3;;physical;;collaboration;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
182465;deliver;commit;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
210233;deliver;deliver;{};{};internal collaboration;internal collaboration;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
143537;request;request;{};deliver;administrative procedure;administrative procedure;postponed reply;immediate reply;1;1;{};describe process and timing;1;1;1;3;procedural;procedural;instructions;instructions;{};{};;;;;;;{};{};;;;;;;;;;
140498;remind;deliver;{};{};other;other;immediate reply;immediate reply;1;0;respond to email;{};1;;1;;informational;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
210513;deliver;greet;{};{};internal collaboration;personal;postponed reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
211125;commit;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
180977;request;commit;{};{};internal collaboration;internal collaboration;immediate reply;postponed reply;1;3;verify all changes were accepted;verify that all changes were accepted;1;3;3;3;procedural;procedural;information;instructions;{};have gray sign it;;3;;3;;physical;{};instructions;{};ensure traders are on my email to you;;3;;3;;procedural;{};instructions
306493;commit;request;{};{};personal;internal collaboration;immediate reply;postponed reply;1;1;respond to email;answer question;1;2;1;2;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
141223;deliver;deliver;{};{};internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;1;1;read the documents;the document;1;4;1;2;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
305416;request;request;propose;{};external collaboration;travel planning;postponed reply;accountable non-answer;1;1;call donna piazze;call 215 573 8394;4;2;3;2;informational;physical;collaboration;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
142324;greet;propose;{};{};internal collaboration;personal;postponed reply;immediate reply;1;1;give ideas;give ideas;2;1;2;1;informational;physical;collaboration;product;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
253245;deliver;deliver;{};{};external collaboration;internal collaboration;accountable non-answer;accountable non-answer;1;0;inform regarding situation;{};2;;3;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
173655;greet;commit;{};{};administrative procedure;personal;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
143108;propose;request;{};deliver;external collaboration;internal collaboration;postponed reply;immediate reply;1;1;kay.mann wants to discuss with  allyson about bob  speaking  to him about wanting enron to send a letter concerning the financing arrangements for the project.;discuss the financing arrangements with the sender.;1;1;2;4;procedural;informational;collaboration;information;{};{};;;;;;;{};{};;;;;;;;;;
104202;request;request;{};{};logistic arrangements;legal procedure;accountable non-answer;immediate reply;1;1;talk to the power lawyers;provide name and phone number so power lawyers can talk.;1;1;1;3;physical;informational;product;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384898;deliver;greet;{};{};personal;personal;ignore;ignore;1;0;to get your own free zdnet onebox - free voicemail email and faxall in one place - sign;{};1;;1;;procedural;;other;{};;;;;;;;;;;;;;;;;;;;
338762;request;request;{};{};internal collaboration;administrative procedure;immediate reply;immediate reply;1;1;send email;email me deal numbers;1;2;3;4;procedural;informational;information;information;{};{};;;;;;;{};{};;;;;;;;;;
209904;remind;remind;{};{};internal collaboration;other;postponed reply;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
41623;deliver;propose;{};commit;internal collaboration;internal collaboration;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249213;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
173089;deliver;request;{};{};internal collaboration;legal procedure;postponed reply;immediate reply;0;1;{};share best practices;;2;;4;;physical;{};service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
182797;propose;deliver;{};{};other;{};accountable non-answer;{};0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
337698;deliver;deliver;{};{};internal collaboration;internal collaboration;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
232806;request;propose;{};{};employment arrangements;administrative procedure;postponed reply;postponed reply;1;1;let him know if any objection;{};1;1;2;1;informational;informational;instructions;instructions;;;;;;;;;;;;;;;;;;;;
173368;deliver;request;request;{};administrative procedure;administrative procedure;postponed reply;postponed reply;1;1;send a list of paper companies;give a list of paper companies.;1;2;2;2;informational;procedural;information;service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
259913;request;request;deliver;deliver;internal collaboration;internal collaboration;postponed reply;accountable non-answer;1;1;email questions regarding the change;let the sender know if there are any questions regarding the change.;2;1;3;2;informational;informational;information;collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
260545;request;deliver;commit;{};administrative procedure;internal collaboration;immediate reply;accountable non-answer;1;0;provide missing information;{};1;;2;;informational;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
180970;propose;propose;{};{};administrative procedure;other;accountable non-answer;accountable non-answer;1;1;check out the provisions;read the provisions;2;1;2;1;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
49591;commit;greet;deliver;{};internal collaboration;internal collaboration;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
173530;commit;propose;{};{};external collaboration;travel planning;accountable non-answer;immediate reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384529;deliver;remind;{};{};personal;personal;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181952;deliver;propose;{};{};internal collaboration;other;postponed reply;accountable non-answer;1;0;attached is the esp definition taken from the commodities regulations;{};1;;2;;informational;;service;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
102928;deliver;deliver;{};request;internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
49336;request;request;{};{};internal collaboration;internal collaboration;postponed reply;immediate reply;1;1;provide thoughts on assigning people to ea rather than spread to ees.;thoughts on proposal;2;1;2;3;informational;informational;collaboration;information;{};{};;;;;;;{};{};;;;;;;;;;
8702;remind;deliver;{};{};personal;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
209898;request;remind;{};{};internal collaboration;administrative procedure;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249816;request;request;{};{};personal;internal collaboration;postponed reply;postponed reply;1;1;provide information regarding request for enron goodie bag for kids would i be eligible for this?;"carol wanted to know whether enron has something akin to a \goodie bag\"" that they give out to kids and would she be eligible for this?";1;1;2;2;informational;informational;information;information;{};{};;;;;;;{};{};;;;;;;;;;
338167;request;propose;{};{};administrative procedure;administrative procedure;{};immediate reply;1;1;meeting about ces storage;arrange a meeting together.;4;1;3;4;procedural;procedural;meeting;meeting;{};{};;;;;;;{};{};;;;;;;;;;
249760;deliver;deliver;{};{};internal collaboration;administrative procedure;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
260695;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;immediate reply;0;1;{};deal numbers;;1;;3;;procedural;{};acknowledgement;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
143405;deliver;propose;{};{};external collaboration;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
143405;deliver;propose;{};{};external collaboration;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
143405;deliver;propose;{};{};external collaboration;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
143407;propose;deliver;{};request;external collaboration;administrative procedure;accountable non-answer;accountable non-answer;1;0;understand a suggestion;{};2;;3;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
210566;deliver;request;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;1;call for information.;call scott;2;1;3;3;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
104074;deliver;deliver;{};{};legal procedure;internal collaboration;immediate reply;{};1;0;accept or dispute;{};2;;2;;;;acknowledgement;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
305894;propose;remind;{};{};personal;personal;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
139642;deliver;deliver;{};{};internal collaboration;internal collaboration;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
260699;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;1;{};a tom alonso deal;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105421;request;request;{};{};personal;personal;immediate reply;immediate reply;1;1;let sender know if recipient wants to come to dinner.;go to the dinner;1;2;1;1;informational;physical;meeting;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
49475;deliver;propose;{};{};internal collaboration;internal collaboration;accountable non-answer;postponed reply;0;1;{};think over the decision;;3;;2;;procedural;{};instructions;{};{};;;;;;;{};{};;;;;;;;;;
33469;deliver;deliver;{};{};internal collaboration;internal collaboration;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
105950;propose;deliver;{};{};employment arrangements;employment arrangements;{};postponed reply;2;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
210868;deliver;deliver;{};{};internal collaboration;other;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
105429;greet;greet;{};{};personal;personal;ignore;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
9085;remind;remind;{};{};personal;other;accountable non-answer;accountable non-answer;1;0;call my assistant with any messages;{};1;;4;;physical;;other;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249497;propose;request;{};remind;internal collaboration;internal collaboration;immediate reply;immediate reply;0;2;{};talk about outstanding bank issues.;;1;;3;;informational;{};decision;{};answer if there is an update on sg interests.;;1;;3;;informational;{};information;;;;;;;;;;
41437;deliver;greet;{};{};administrative procedure;internal collaboration;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
33460;deliver;deliver;{};amend;internal collaboration;legal procedure;accountable non-answer;immediate reply;0;1;{};need advice from richard and anyone else;;4;;4;;procedural;{};service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
338300;deliver;deliver;{};{};administrative procedure;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
182072;remind;remind;{};{};travel planning;travel planning;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181783;request;request;deliver;{};external collaboration;logistic arrangements;accountable non-answer;immediate reply;2;1;forward executed master docs;respond to email;1;1;2;1;physical;informational;information;information;getting package together;{};1;;2;;physical;;product;{};{};{};;;;;;;{};{}
383916;propose;request;{};deliver;internal collaboration;internal collaboration;immediate reply;immediate reply;1;1;making a trade;provide any news;1;1;3;4;procedural;informational;decision;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
259989;deliver;commit;{};{};internal collaboration;internal collaboration;postponed reply;postponed reply;0;1;{};let them know data being entered in computer system;;1;;3;;procedural;{};instructions;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
211096;greet;propose;{};{};internal collaboration;administrative procedure;postponed reply;immediate reply;0;1;{};reply with a time for the conference call today;;1;;4;;procedural;{};meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
139922;request;request;{};{};logistic arrangements;administrative procedure;{};immediate reply;1;1;sending problem;firgure of the sending problem;3;1;2;4;procedural;informational;information;service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249327;deliver;deliver;{};deliver;internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;2;{};attached the weather templates;;1;;2;;informational;{};information;{};attached a copy of recent deals;;1;;2;;informational;{};information;;;;;;;;;;
9647;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
1938;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
8356;deliver;deliver;{};{};personal;personal;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249289;request;propose;{};{};external collaboration;internal collaboration;postponed reply;immediate reply;1;1;let know about call;confirm if available;1;2;3;4;procedural;procedural;collaboration;meeting;{};{};;;;;;;{};{};;;;;;;;;;
307069;deliver;deliver;{};{};internal collaboration;external collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
8954;deliver;deliver;{};{};administrative procedure;administrative procedure;postponed reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
260109;request;deliver;{};{};personal;internal collaboration;accountable non-answer;accountable non-answer;1;0;{};{};1;;4;;procedural;;decision;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
210464;deliver;request;{};{};internal collaboration;internal collaboration;immediate reply;immediate reply;1;1;provide an answer.;tell if they are on distribution list;1;1;3;1;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
259686;deliver;deliver;{};{};other;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
321729;deliver;deliver;{};{};employment arrangements;employment arrangements;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
321684;propose;amend;{};commit;administrative procedure;logistic arrangements;immediate reply;immediate reply;1;1;attend meeting;{};4;3;4;3;procedural;physical;{};decision;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
321685;propose;propose;{};{};internal collaboration;administrative procedure;postponed reply;accountable non-answer;1;1;j.kaminski wants to talk to a.roberts at 3:30 his time on tuesday;talk at 3:30 on tuesday.;2;2;4;3;physical;procedural;collaboration;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
259851;propose;deliver;{};commit;internal collaboration;internal collaboration;immediate reply;postponed reply;1;1;has a question;"kate.symes mentions a situation and a deal details and asks  sharen.cason ""please let me know if this doesn t show up correctly for some reason.""";2;1;3;2;informational;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
210264;deliver;deliver;{};{};external collaboration;personal;postponed reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249881;deliver;deliver;{};{};personal;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
180594;deliver;deliver;commit;{};administrative procedure;internal collaboration;accountable non-answer;postponed reply;1;1;fill out the correct form.;confirmation form;1;2;1;2;procedural;informational;acknowledgement;acknowledgement;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
287084;deliver;deliver;{};{};personal;personal;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
70677;deliver;greet;{};{};internal collaboration;other;postponed reply;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
103604;remind;remind;{};{};legal procedure;legal procedure;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
41323;remind;deliver;{};{};internal collaboration;administrative procedure;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181555;request;deliver;{};{};travel planning;internal collaboration;immediate reply;postponed reply;2;1;did you receive my voice mail about the goldman electronic agreement?;voice mail confirmation;1;2;3;2;informational;procedural;collaboration;collaboration;attending a wedding friday night;{};1;;3;;informational;;event;{};{};{};;;;;;;{};{}
103216;deliver;greet;{};{};personal;personal;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
321113;deliver;deliver;{};{};internal collaboration;internal collaboration;ignore;accountable non-answer;1;0;understand information;{};1;;1;;informational;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
41051;request;request;greet;{};internal collaboration;internal collaboration;accountable non-answer;postponed reply;1;1;print schematics and give to steve.;please print and give to steve to briing to omaha.;2;2;2;3;procedural;procedural;service;service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
41863;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;1;0;view topics of the second break out session;{};1;;3;;informational;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
71423;request;request;{};{};internal collaboration;internal collaboration;immediate reply;postponed reply;1;1;please call me at 37289 to answer some bank questions;request to call sender to answer bank questions.;1;1;3;2;informational;procedural;information;service;{};{};;;;;;;{};{};;;;;;;;;;
71422;request;request;{};{};internal collaboration;administrative procedure;immediate reply;immediate reply;1;1;ask regarding future plans;answer her questions;2;1;3;3;informational;informational;information;information;{};{};;;;;;;{};{};;;;;;;;;;
384144;request;remind;{};{};other;internal collaboration;immediate reply;postponed reply;0;1;{};information about  a moratorium on the bidding process for free agents;;2;;2;;informational;{};announcement;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
50072;request;amend;{};{};internal collaboration;internal collaboration;immediate reply;immediate reply;1;1;advice on customers;should we add this to our task?;1;3;3;4;informational;physical;collaboration;collaboration;{};{};;;;;;;{};{};;;;;;;;;;
181235;deliver;deliver;{};{};other;other;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181234;deliver;deliver;{};{};other;administrative procedure;accountable non-answer;accountable non-answer;1;0;read the sharebuilder news;{};1;;1;;physical;;other;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384141;deliver;propose;deliver;{};personal;internal collaboration;ignore;accountable non-answer;1;0;{};{};1;;1;;physical;;service;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
70819;propose;deliver;{};{};logistic arrangements;administrative procedure;accountable non-answer;ignore;1;0;{};{};1;;4;;informational;;instructions;{};{};{};;;;;;;{};{};;;;;;;;;;
69690;propose;deliver;{};{};internal collaboration;internal collaboration;postponed reply;postponed reply;1;0;make assumption about major contracts that will expire in 10/31/03.;{};2;;3;;informational;;decision;{};{};{};;;;;;;{};{};;;;;;;;;;
173661;propose;request;{};{};legal procedure;legal procedure;accountable non-answer;immediate reply;1;1;legal information;what is your opion on legal;2;2;2;4;informational;informational;information;service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249130;deliver;request;commit;{};internal collaboration;internal collaboration;postponed reply;immediate reply;1;1;confirm sign off;if anyone else needs to sign off on the release of a document;3;1;3;3;procedural;procedural;collaboration;instructions;{};{};;;;;;;{};{};;;;;;;;;;
